...1,UniqueID,LM.flux,LM.C0,LM.Ct,LM.slope,LM.MAE,LM.RMSE,LM.AICc,LM.SE,LM.se.rel,LM.r2,LM.p.val,HM.flux,HM.C0,HM.Ci,HM.slope,HM.MAE,HM.RMSE,HM.AICc,HM.SE,HM.se.rel,HM.r2,HM.k,C0,Ct,MDF,prec,flux.term,nb.obs,k.max,k.mult,g.fact,HM.diagnose,LM.diagnose,best.flux,model,quality.check,HM.score,LM.score,RMSE.lim,MAE.lim,SE.lim,g.limit,g.reverse,k.ratio.lim,p.val.lim,MDF.lim,warn.nb.obs,gastype,dataset
25,CG1_C_NEE_13jun,-0.479795742,2004.273936,2000.658715,-0.027597108,0.17970406,0.223668577,-14.5764581,0.008950664,-1.865515532,0.956383358,1.64E-90,-0.583148098,2004.397641,1993.363314,-0.033541776,0.171140359,0.216952875,-20.49709689,0.040047849,-6.86752626,0.958963237,0.003039766,2004.37,2000.6919,0.079026024,0.6,17.38572524,132,0.045995181,1,1.215409073,NA,NA,-0.583148098,HM,NA,0,4,0.6,0.6,0.052223297,2,0.5,1,0.05,0.079,60,CH4,20240613_CH4
26,CG1_C_RE_13jun,-0.662059267,2005.229199,1994.387016,-0.038042748,0.384042022,0.466500369,381.5699681,0.005835056,-0.881349558,0.978339691,1.34E-238,-1.109693316,2006.317663,1989.698188,-0.063764356,0.128841955,0.164052331,-214.1547432,0.012080597,-1.088642896,0.997321291,0.003836725,2006.1703,1995.0931,0.036509863,0.6,17.40303485,286,0.06340458,1,1.676123833,NA,NA,-1.109693316,HM,NA,0,4,0.6,0.6,0.035478744,2,0.5,1,0.05,0.037,60,CH4,20240613_CH4
27,CG1_F_NEE_13jun,31.79021471,2017.525463,2230.034747,1.831976589,3.475075206,4.231556147,675.8053414,0.202742759,0.637752092,0.995303924,6.03E-136,34.59240806,2014.483494,3371.258325,1.993458751,3.203157524,4.005528426,665.1048297,0.814708037,2.355164275,0.995792205,0.001469263,2017.5172,2223.4983,0.088989534,0.6,17.35295904,117,3.053294315,1,1.088146412,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),34.59240806,HM,SE,1,3,0.6,0.6,0.05547002,2,0.5,1,0.05,0.089,60,CH4,20240613_CH4
28,CG1_F_RE_13jun,26.25146696,2090.237224,2490.148689,1.514816154,3.723329689,4.802486425,1589.770285,0.06708567,0.255550177,0.998278881,0,26.69127584,2089.120446,14198.44725,1.54019491,3.701435007,4.787768078,1590.205373,0.270460896,1.013293247,0.998289491,1.27E-04,2084.7778,2488.8857,0.039237292,0.6,17.32980395,265,2.524693589,1,1.016753688,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),26.69127584,HM,SE | AICc,2,2,0.6,0.6,0.036857707,2,0.5,1,0.05,0.039,60,CH4,20240613_CH4
29,CG2_C_NEE_13jun,-0.757522972,2001.065615,1995.5283,-0.043600908,0.110787981,0.137278163,-138.9091699,0.005750563,-0.7591272,0.992734077,7.90E-137,-0.766057379,2001.076094,1761.420826,-0.044092125,0.111343466,0.138009637,-135.4170636,0.023252967,-3.035407982,0.992657044,1.84E-04,2001.0474,1995.6552,0.08144071,0.6,17.37401821,128,0.07266818,1,1.011266202,NA,NA,-0.766057379,HM,AICc,1,3,0.6,0.6,0.053033009,2,0.5,1,0.05,0.081,60,CH4,20240613_CH4
30,CG2_C_RE_13jun,-0.498040075,1999.556165,1991.641171,-0.028677515,0.241904448,0.292469088,111.0943086,0.003830453,-0.769105286,0.98393529,5.97E-249,-0.733542215,2000.128481,1985.690401,-0.042237902,0.134543464,0.172158936,-180.433793,0.01203989,-1.641335663,0.99443363,0.002925451,2000.2444,1991.819,0.037617874,0.6,17.36691867,277,0.047795859,1,1.472857811,NA,NA,-0.733542215,HM,NA,0,4,0.6,0.6,0.036050506,2,0.5,1,0.05,0.038,60,CH4,20240613_CH4
31,CG2_F_NEE_13jun,3.116337033,2008.484092,2058.619793,0.179697853,1.116864868,1.350925862,969.1350367,0.017383852,0.557829651,0.991392706,2.58E-289,4.353641361,2005.401547,2106.508628,0.251044735,0.268086085,0.335764411,191.5975406,0.022170086,0.509230868,0.999468292,0.002482959,2005.7794,2056.2996,0.03716163,0.6,17.34209386,280,0.299496422,1,1.397038034,NA,Noise (LM.RMSE) | Noise (LM.MAE),4.353641361,HM,NA,0,4,0.6,0.6,0.035856858,2,0.5,1,0.05,0.037,60,CH4,20240613_CH4
32,CG2_F_RE_13jun,2.647491911,2010.188463,2053.961909,0.152520718,0.964681466,1.221280159,938.5352829,0.015077829,0.569513713,0.99077683,2.73E-293,3.655106329,2007.604798,2098.105946,0.210568894,0.496538808,0.586918308,518.5170269,0.036859344,1.008434234,0.997869876,0.002326699,2006.3365,2052.4016,0.036163009,0.6,17.35824446,288,0.254201197,1,1.380592067,NA,Noise (LM.RMSE) | Noise (LM.MAE),3.655106329,HM,NA,0,4,0.6,0.6,0.035355339,2,0.5,1,0.05,0.036,60,CH4,20240613_CH4
33,CG3_C_NEE_13jun,-0.82670465,2006.725935,1995.365112,-0.047534823,0.109397622,0.141564698,-251.2070603,0.0023035,-0.278636334,0.998147869,0,-0.838908783,2006.754052,1623.007427,-0.04823655,0.110344314,0.142913777,-244.5859084,0.009390169,-1.119331325,0.99811276,1.26E-04,2006.7054,1995.2906,0.043478896,0.6,17.39155839,240,0.079224705,1,1.014762385,NA,NA,-0.838908783,HM,AICc,1,3,0.6,0.6,0.038729833,2,0.5,1,0.05,0.043,60,CH4,20240613_CH4
34,CG3_C_RE_13jun,-0.6657566,2005.228209,1994.348108,-0.038310215,0.368855385,0.437108879,343.1637834,0.0054884,-0.824385337,0.981063252,5.03E-246,-1.047694197,2006.168428,1988.199789,-0.060288384,0.172146082,0.212868093,-64.89925239,0.015003837,-1.432081749,0.995508956,0.003355201,2006.1362,1995.0522,0.036585356,0.6,17.37804414,285,0.063850358,1,1.573689538,NA,NA,-1.047694197,HM,NA,0,4,0.6,0.6,0.035540933,2,0.5,1,0.05,0.037,60,CH4,20240613_CH4
35,CG3_F_NEE_13jun,8.145698138,2040.428451,2150.071104,0.468558346,1.159605828,1.384762994,826.0036374,0.023248172,0.28540429,0.998097549,3.48E-293,9.539003091,2037.415389,2437.410492,0.54870429,0.342775798,0.41601364,262.8675249,0.031384439,0.329011734,0.999828297,0.001371778,2036.5812,2147.5122,0.044386206,0.6,17.38459725,235,0.780930577,1,1.171047948,NA,Noise (LM.RMSE) | Noise (LM.MAE),9.539003091,HM,NA,0,4,0.6,0.6,0.039139684,2,0.5,1,0.05,0.044,60,CH4,20240613_CH4
36,CG3_F_RE_13jun,8.045152639,2046.734389,2168.414868,0.462663421,1.24744007,1.467860834,957.9414877,0.020691557,0.25719284,0.998263313,0,9.258907738,2043.772479,2534.940391,0.532464469,0.506271085,0.663989709,541.1439898,0.041524564,0.448482322,0.999644635,0.001084078,2043.759,2165.3274,0.039519956,0.6,17.38878043,264,0.771105702,1,1.150867877,Noise (HM.RMSE),Noise (LM.RMSE) | Noise (LM.MAE),9.258907738,HM,NA,0,4,0.6,0.6,0.036927447,2,0.5,1,0.05,0.04,60,CH4,20240613_CH4
37,HG1_C_NEE_13jun,-1.00100202,2013.566346,2007.853692,-0.057703577,0.123875951,0.15615511,-81.34338712,0.00947955,-0.947006071,0.991198829,9.41E-103,-1.019666235,2013.583861,1856.462103,-0.058779491,0.12338982,0.155948058,-79.43769818,0.038234224,-3.749680334,0.991222153,3.74E-04,2013.6099,2008.0504,0.104083879,0.6,17.34731316,100,0.096172628,1,1.018645532,NA,NA,-1.019666235,HM,AICc,1,3,0.6,0.6,0.06,2,0.5,1,0.05,0.1,60,CH4,20240613_CH4
38,HG1_C_RE_13jun,-0.770707659,2010.055277,2001.698318,-0.044451906,0.272809801,0.315453372,106.3731124,0.007330752,-0.951171585,0.9832741,2.75E-168,-1.165549621,2010.705497,1996.092459,-0.067225104,0.126319115,0.158663501,-151.3103766,0.020060285,-1.721100894,0.995768706,0.004600351,2010.4897,2002.3868,0.055041306,0.6,17.3380114,189,0.074086511,1,1.512310934,NA,NA,-1.165549621,HM,NA,0,4,0.6,0.6,0.043643578,2,0.5,1,0.05,0.055,60,CH4,20240613_CH4
39,HG1_F_NEE_13jun,-0.74903042,2011.902636,2005.347548,-0.043125581,0.119057567,0.151834811,-136.4421441,0.0048591,-0.648718644,0.993643686,5.48E-168,-0.761114511,2011.920216,1806.087879,-0.043821325,0.11945494,0.151756809,-134.4901877,0.01960867,-2.576310089,0.993650293,2.13E-04,2011.7714,2005.4961,0.068112107,0.6,17.36858734,153,0.071875968,1,1.016132977,NA,NA,-0.761114511,HM,AICc,1,3,0.6,0.6,0.048507125,2,0.5,1,0.05,0.068,60,CH4,20240613_CH4
40,HG1_F_RE_13jun,-0.479536679,2006.760545,2003.355892,-0.027680102,0.11498413,0.140132039,-129.2654454,0.006140373,-1.280480283,0.980228061,5.07E-106,-0.483765674,2006.765624,1825.657749,-0.02792421,0.115254938,0.14065262,-126.2097146,0.024745461,-5.115175134,0.980082103,1.54E-04,2006.8682,2003.1691,0.08382696,0.6,17.32423837,124,0.046133503,1,1.008818919,NA,NA,-0.483765674,HM,AICc,1,3,0.6,0.6,0.053881591,2,0.5,1,0.05,0.084,60,CH4,20240613_CH4
41,HG2_C_NEE_13jun,-0.523249085,2003.351968,1997.151908,-0.030097378,0.130781196,0.162270169,-159.2971664,0.003297364,-0.630171042,0.991885479,1.70E-216,-0.59696196,2003.49303,1977.015194,-0.034337355,0.11944337,0.149334883,-191.608905,0.013368054,-2.239347635,0.993127606,0.001296834,2003.1064,1997.4814,0.050391898,0.6,17.38520488,207,0.050162297,1,1.140875306,NA,NA,-0.59696196,HM,NA,0,4,0.6,0.6,0.041702883,2,0.5,1,0.05,0.05,60,CH4,20240613_CH4
42,HG2_C_RE_13jun,-0.356830311,1999.525381,1994.096098,-0.020565463,0.15769423,0.196149175,-105.1769252,0.00274334,-0.768808094,0.984634714,1.02E-240,-0.359590131,1999.532545,1676.170317,-0.020724522,0.1585067,0.197202351,-100.2769356,0.011084605,-3.082566557,0.984470678,6.41E-05,1999.6945,1993.6351,0.039285168,0.6,17.35094915,265,0.034275772,1,1.007734267,NA,NA,-0.359590131,HM,AICc,1,3,0.6,0.6,0.036857707,2,0.5,1,0.05,0.039,60,CH4,20240613_CH4
43,HG2_F_NEE_13jun,-0.208987521,2005.925095,2003.606142,-0.0120153,0.419594698,0.541714395,318.8241178,0.012142278,-5.810049445,0.604700763,9.02E-41,-0.209017545,2005.925218,1211.798446,-0.012017026,0.419925713,0.541868798,321.0200165,0.048517633,-23.21223001,0.604477766,1.51E-05,2005.6464,2002.6958,0.053794177,0.6,17.39345062,194,0.020025499,1,1.000143662,NA,NA,-0.209017545,HM,AICc,1,3,0.6,0.6,0.04307749,2,0.5,1,0.05,0.054,60,CH4,20240613_CH4
44,HG2_F_RE_13jun,-0.546750391,2002.710281,1994.742055,-0.031370968,0.145173622,0.180005013,-144.7787268,0.002679411,-0.490061065,0.99393678,9.92E-283,-0.604510471,2002.847188,1959.434576,-0.034685075,0.134978727,0.169583583,-173.1301212,0.010867048,-1.797660845,0.99461852,7.99E-04,2002.8802,1994.7419,0.041008346,0.6,17.42854722,255,0.052284946,1,1.105642502,NA,NA,-0.604510471,HM,NA,0,4,0.6,0.6,0.037573457,2,0.5,1,0.05,0.041,60,CH4,20240613_CH4
45,HG3_C_NEE_13jun,-0.574021232,1999.012787,1995.808083,-0.033038184,0.10498465,0.12679151,-120.4141221,0.00794792,-1.384603902,0.981739926,1.78E-85,-0.581150729,1999.019434,1871.721656,-0.033448528,0.10525514,0.126976492,-117.9535894,0.032010864,-5.508186196,0.981687025,2.63E-04,1999.0835,1995.7607,0.106374359,0.6,17.37447867,98,0.055063641,1,1.012420266,NA,NA,-0.581150729,HM,AICc,1,3,0.6,0.6,0.060609153,2,0.5,1,0.05,0.11,60,CH4,20240613_CH4
46,HG3_C_RE_13jun,-0.554461154,2002.807626,1995.346646,-0.031884528,0.35994245,0.414333611,258.8956181,0.00695809,-1.254928302,0.964452986,4.76E-171,-0.996645232,2003.677922,1992.954382,-0.057312514,0.180832681,0.217147255,-42.69936981,0.02261132,-2.268743094,0.990236366,0.005344552,2003.4033,1996.0182,0.044399136,0.6,17.38966164,235,0.05314088,1,1.79750236,NA,NA,-0.996645232,HM,NA,0,4,0.6,0.6,0.039139684,2,0.5,1,0.05,0.044,60,CH4,20240613_CH4
47,HG3_F_NEE_13jun,-1.050249771,2003.591772,1988.214383,-0.060540901,0.125579507,0.157089438,-214.2251147,0.002327471,-0.221611155,0.998754116,0,-1.126208919,2003.773812,1886.538805,-0.064919512,0.107202019,0.134374597,-291.8145256,0.008376811,-0.743806104,0.999088371,5.54E-04,2003.4615,1988.3546,0.040818288,0.6,17.34777248,255,0.100901501,1,1.072324841,NA,NA,-1.126208919,HM,NA,0,4,0.6,0.6,0.037573457,2,0.5,1,0.05,0.041,60,CH4,20240613_CH4
48,HG3_F_RE_13jun,-0.882031176,2002.622299,1990.69502,-0.050754377,0.550081725,0.62084781,450.8545262,0.010353095,-1.17377876,0.968633948,3.92E-178,-1.608922907,2004.0567,1987.104757,-0.092581626,0.163601139,0.204991215,-70.10786183,0.021427228,-1.331774673,0.99658052,0.005461417,2003.7545,1991.8862,0.044182438,0.6,17.37842568,236,0.084590629,1,1.824111154,NA,NA,-1.608922907,HM,NA,0,4,0.6,0.6,0.039056673,2,0.5,1,0.05,0.044,60,CH4,20240613_CH4
1,CG1_C_NEE_13jun,0.542769801,433.6306965,437.720422,0.031219279,0.601359525,0.776469811,313.9959286,0.031072404,5.724785026,0.698938949,6.55E-36,0.963871521,433.1290374,439.3444722,0.055440398,0.546817108,0.705560327,290.841301,0.169938531,17.63082815,0.751415681,0.008919794,432.69772,437.48697,0.460985139,3.5,17.38572524,132,0.008919794,1,1.775838521,NA,Intercept (LM),0.963871521,HM,Intercept (LM),0,4,3.5,3.5,0.304635898,2,0.5,1,0.05,0.46,60,CO2,20240613_CO2
2,CG1_C_RE_13jun,6.355312083,450.6479379,554.725414,0.365184127,2.919884557,3.546638032,1541.870017,0.044361879,0.698028337,0.986303093,7.27E-267,9.716963589,442.3000143,621.2513032,0.558348798,0.786215447,0.96014261,796.5099744,0.065965568,0.678870179,0.99899617,0.003120116,441.77151,549.17841,0.212974203,3.5,17.40303485,286,0.104338322,1,1.528951444,NA,NA,9.716963589,HM,NA,0,4,3.5,3.5,0.206959339,2,0.5,1,0.05,0.21,60,CO2,20240613_CO2
3,CG1_F_NEE_13jun,-4.197250168,430.9565711,402.8990497,-0.241875184,0.497528437,0.616679838,225.1271682,0.029546429,-0.703947288,0.994284288,4.87E-131,-4.339964649,431.1122392,0.005171738,-0.2500994,0.500840816,0.6176951,227.6568472,0.06770891,-1.56012584,0.994265454,5.80E-04,430.53262,402.3718,0.519105612,3.5,17.35295904,117,0.069107196,1,1.0340019,NA,NA,-4.339964649,HM,AICc,1,3,3.5,3.5,0.323575114,2,0.5,1,0.05,0.52,60,CO2,20240613_CO2
4,CG1_F_RE_13jun,6.34866966,434.8366127,531.5514282,0.366343998,1.104963917,1.345208437,915.3003322,0.018791143,0.295985523,0.997692481,0,6.417379384,434.6590466,4754.805757,0.370308828,1.124698063,1.369429346,926.8201509,0.077044402,1.200558624,0.99760947,8.57E-05,435.32642,531.32184,0.228884203,3.5,17.32980395,265,0.104669714,1,1.010822696,NA,NA,6.417379384,HM,AICc,1,3,3.5,3.5,0.215003291,2,0.5,1,0.05,0.23,60,CO2,20240613_CO2
5,CG2_C_NEE_13jun,2.257237846,436.9901104,453.4899899,0.129920311,0.681239683,0.817528004,317.8654618,0.034246133,1.517169896,0.97159102,1.62E-99,2.539307367,436.6577063,514.4739567,0.146155445,0.666888121,0.805925296,316.337826,0.146977904,5.788110015,0.972391683,0.001878212,435.63403,454.13391,0.47507081,3.5,17.37401821,128,0.037120089,1,1.12496225,NA,NA,2.539307367,HM,NA,0,4,3.5,3.5,0.309359217,2,0.5,1,0.05,0.48,60,CO2,20240613_CO2
6,CG2_C_RE_13jun,7.463991428,449.5175767,568.1374467,0.429782137,2.992316743,3.501942861,1486.517986,0.045864765,0.614480407,0.989685722,2.07E-275,10.67381015,441.6641479,669.8688389,0.614605869,0.985506107,1.238369857,912.6819257,0.084701167,0.793542005,0.998710203,0.002693222,440.92087,563.71265,0.219437601,3.5,17.36691867,277,0.122794896,1,1.430040515,NA,NA,10.67381015,HM,NA,0,4,3.5,3.5,0.210294619,2,0.5,1,0.05,0.22,60,CO2,20240613_CO2
7,CG2_F_NEE_13jun,5.769988741,434.0672206,526.8949305,0.332715806,0.719995919,0.893224367,737.4587472,0.011494102,0.199204936,0.998894075,0,6.251167828,432.8023587,1055.483619,0.360462115,0.542892249,0.693545653,597.8256343,0.037846236,0.605426655,0.999333263,5.79E-04,433.56445,525.12402,0.216776173,3.5,17.34209386,280,0.095061659,1,1.083393419,NA,NA,6.251167828,HM,NA,0,4,3.5,3.5,0.209165007,2,0.5,1,0.05,0.22,60,CO2,20240613_CO2
8,CG2_F_RE_13jun,8.263987925,443.8072387,580.4434371,0.476084315,2.599486894,3.192799355,1492.070392,0.039418052,0.476985831,0.993512519,3.84E-293,11.09007204,436.510043,738.6612949,0.638893643,0.635346468,0.788008067,688.2196938,0.048439827,0.436785501,0.999604821,0.002114483,436.52634,573.82544,0.210950888,3.5,17.35824446,288,0.13602409,1,1.341975828,NA,NA,11.09007204,HM,NA,0,4,3.5,3.5,0.206239478,2,0.5,1,0.05,0.21,60,CO2,20240613_CO2
9,CG3_C_NEE_13jun,5.290851975,441.6069677,514.3154389,0.304219545,0.581279075,0.744966055,545.8722106,0.012121871,0.229109995,0.998747021,0,5.359385604,441.4488107,3196.837971,0.308160171,0.601675569,0.769677893,563.6047861,0.050508899,0.942438234,0.998663133,1.12E-04,442.88925,515.15765,0.253626893,3.5,17.39155839,240,0.08691987,1,1.012953231,NA,NA,5.359385604,HM,AICc,1,3,3.5,3.5,0.225924029,2,0.5,1,0.05,0.25,60,CO2,20240613_CO2
10,CG3_C_RE_13jun,7.779800258,464.7994083,591.9404867,0.447679854,2.798723738,3.223725193,1482.086796,0.040477541,0.520290238,0.992370513,6.82E-293,10.31174637,458.322595,748.5670013,0.593377844,1.41122569,1.715672953,1124.626897,0.106268927,1.030561876,0.997839032,0.002044408,459.61093,587.81189,0.213414577,3.5,17.37804414,285,0.12790853,1,1.325451301,NA,NA,10.31174637,HM,NA,0,4,3.5,3.5,0.207322107,2,0.5,1,0.05,0.21,60,CO2,20240613_CO2
11,CG3_F_NEE_13jun,5.369861136,447.1854307,519.4647874,0.30888614,0.570254217,0.707555628,510.4136641,0.011878838,0.221213127,0.998856219,0,5.619409208,446.6331138,1275.355117,0.32324069,0.535163173,0.663357444,482.1676114,0.04600362,0.818655812,0.998994651,3.90E-04,445.84335,518.46106,0.258919533,3.5,17.38459725,235,0.088253183,1,1.046471979,NA,NA,5.619409208,HM,NA,0,4,3.5,3.5,0.228314826,2,0.5,1,0.05,0.26,60,CO2,20240613_CO2
12,CG3_F_RE_13jun,8.01002085,460.6422437,581.7913658,0.46064305,0.966759301,1.191870156,847.9683315,0.016801081,0.209750777,0.998844253,0,8.861692892,458.5469277,1114.970355,0.5096213,0.592502024,0.741959562,599.7668224,0.045049318,0.508360182,0.999552116,7.76E-04,458.62433,579.612,0.230533074,3.5,17.38878043,264,0.1316123,1,1.106325821,NA,NA,8.861692892,HM,NA,0,4,3.5,3.5,0.215410109,2,0.5,1,0.05,0.23,60,CO2,20240613_CO2
13,HG1_C_NEE_13jun,-6.922008746,431.4530922,401.9252545,-0.399024834,1.08032844,1.282099548,256.4536591,0.120243193,-1.737114139,0.978151303,1.40E-62,-10.93154345,434.0031116,385.4697768,-0.630157728,0.520844251,0.670511392,161.4550206,0.35167424,-3.217059348,0.994024223,0.012984019,433.53604,402.89319,0.809541281,3.5,17.34731316,75,0.114007095,1,1.579244385,NA,NA,-10.93154345,HM,NA,0,4,3.5,3.5,0.404145188,2,0.5,1,0.05,0.81,60,CO2,20240613_CO2
14,HG1_C_RE_13jun,6.631159956,440.2691071,512.1722823,0.382463698,1.664428904,1.981551901,800.9952585,0.046048853,0.694431347,0.991015008,1.60E-193,9.015039867,436.2503864,590.310599,0.519958123,0.76188727,0.983067328,538.1207982,0.114739555,1.272757046,0.997788569,0.003375032,437.90884,508.61734,0.321074285,3.5,17.3380114,189,0.109275342,1,1.359496668,NA,NA,9.015039867,HM,NA,0,4,3.5,3.5,0.254587539,2,0.5,1,0.05,0.32,60,CO2,20240613_CO2
15,HG1_F_NEE_13jun,8.36876149,446.8607802,505.6444269,0.48183317,0.957841477,1.166415042,393.1285646,0.051871019,0.619817151,0.995334772,4.09E-143,8.424896509,446.7935017,4415.08233,0.485065155,0.979484884,1.187916603,399.759313,0.211771633,2.513640768,0.995162673,1.22E-04,448.27106,508.12689,0.494228095,3.5,17.36858734,123,0.13766662,1,1.006707685,NA,NA,8.424896509,HM,AICc,1,3,3.5,3.5,0.315584372,2,0.5,1,0.05,0.49,60,CO2,20240613_CO2
16,HG1_F_RE_13jun,7.985390937,501.8364166,558.5317278,0.460937489,1.488033394,1.82847166,507.7599102,0.080120845,1.003342799,0.987767861,9.59E-119,8.034010909,501.7772972,4657.468911,0.46374396,1.503425474,1.841841575,511.7028407,0.323346952,4.024726326,0.987589874,1.12E-04,502.5968,560.617,0.488990599,3.5,17.32423837,124,0.131696426,1,1.006088615,NA,NA,8.034010909,HM,AICc,1,3,3.5,3.5,0.314309279,2,0.5,1,0.05,0.49,60,CO2,20240613_CO2
17,HG2_C_NEE_13jun,-2.525111742,422.3871149,392.4666726,-0.145244865,0.799182238,0.968142055,580.1549286,0.019672852,-0.77908836,0.987649912,8.47E-198,-3.365161338,423.9413432,356.606037,-0.193564664,0.570864951,0.708884441,453.1965922,0.071296092,-2.118653,0.993378708,0.002874639,424.4017,393.87714,0.293952739,3.5,17.38520488,207,0.041498533,1,1.332678187,NA,NA,-3.365161338,HM,NA,0,4,3.5,3.5,0.243266816,2,0.5,1,0.05,0.29,60,CO2,20240613_CO2
18,HG2_C_RE_13jun,6.297263984,472.956073,568.7708713,0.362934842,1.514869641,1.906930404,1100.241637,0.026670309,0.423522165,0.995286839,3.28E-293,7.229012176,470.6684111,863.5455286,0.41663497,1.302841945,1.629518353,1018.982044,0.100920031,1.396041791,0.996558394,0.001060471,468.48669,568.5777,0.229163479,3.5,17.35094915,265,0.103695669,1,1.147960796,NA,NA,7.229012176,HM,NA,0,4,3.5,3.5,0.215003291,2,0.5,1,0.05,0.23,60,CO2,20240613_CO2
19,HG2_F_NEE_13jun,2.214463238,434.9729612,459.5449345,0.127315924,1.21772384,1.466362856,705.1950806,0.032867847,1.484235391,0.95920833,1.47E-135,3.851268651,432.2939975,468.6776995,0.221420622,0.737713607,0.947728102,537.9289908,0.128344111,3.33251515,0.982960529,0.006085709,432.09064,456.94064,0.313799367,3.5,17.39345062,194,0.036375978,1,1.739143187,NA,Intercept (LM),3.851268651,HM,Intercept (LM),0,4,3.5,3.5,0.251285356,2,0.5,1,0.05,0.31,60,CO2,20240613_CO2
20,HG2_F_RE_13jun,5.680736123,442.109078,524.8989375,0.325944329,0.865834654,1.127461964,790.9384883,0.016782498,0.295428226,0.997788027,0,6.128482707,441.0422652,1025.163003,0.351634742,0.826890593,1.020787537,742.3116085,0.064221065,1.04791134,0.998186796,6.02E-04,442.11526,524.89496,0.239215354,3.5,17.42854722,255,0.093126951,1,1.078818409,NA,NA,6.128482707,HM,NA,0,4,3.5,3.5,0.219178502,2,0.5,1,0.05,0.24,60,CO2,20240613_CO2
21,HG3_C_NEE_13jun,1.684728751,423.8119883,433.2176627,0.096965715,0.434919026,0.52802391,159.1989841,0.033099156,1.964657878,0.963896953,2.91E-71,1.689334797,423.8072265,1660.550437,0.097230819,0.436042484,0.529739398,162.0095213,0.132619865,7.850419299,0.963664883,7.86E-05,424.77533,433.42041,0.620517096,3.5,17.37447867,98,0.02770449,1,1.002733999,NA,NA,1.689334797,HM,AICc | Intercept,1,3,3.5,3.5,0.353553391,2,0.5,1,0.05,0.62,60,CO2,20240613_CO2
22,HG3_C_RE_13jun,7.507799699,443.015288,544.0422755,0.431739263,3.591340858,4.055296609,1331.016207,0.068102413,0.907088832,0.981108423,4.90E-203,11.67124167,434.5455008,604.3192125,0.671159791,1.760780614,1.974263049,994.7667624,0.184263415,1.578781589,0.995522527,0.003953261,437.82977,539.38,0.258994961,3.5,17.38966164,235,0.123354075,1,1.554548888,NA,Noise (LM.RMSE) | Noise (LM.MAE),11.67124167,HM,NA,0,4,3.5,3.5,0.228314826,2,0.5,1,0.05,0.26,60,CO2,20240613_CO2
23,HG3_F_NEE_13jun,14.66386968,442.8156101,657.5188466,0.845288333,1.989631168,2.282504069,1150.643559,0.033818068,0.230621714,0.998650881,0,16.7283258,437.9308818,1355.182921,0.964292437,0.613552305,0.759118956,591.2642905,0.049567232,0.296307189,0.999850773,0.001051284,439.06592,653.73096,0.238106681,3.5,17.34777248,255,0.241510952,1,1.14078522,NA,NA,16.7283258,HM,NA,0,4,3.5,3.5,0.219178502,2,0.5,1,0.05,0.24,60,CO2,20240613_CO2
24,HG3_F_RE_13jun,15.27355778,457.3058629,663.8427579,0.878880404,6.941437141,7.775816209,1643.923135,0.129667464,0.848966989,0.983343415,2.69E-210,24.08327484,439.3460549,779.9228375,1.385814532,1.534010889,1.954483186,994.2115271,0.18307597,0.760178886,0.998947656,0.004069022,445.21539,647.09161,0.257730889,3.5,17.37842568,236,0.251108687,1,1.576795347,NA,Noise (LM.RMSE) | Noise (LM.MAE),24.08327484,HM,NA,0,4,3.5,3.5,0.227830594,2,0.5,1,0.05,0.26,60,CO2,20240613_CO2
49,CG1_C_NEE_13jun,0.099206464,347.0397119,347.7872244,0.005706202,0.18292359,0.225613233,-12.29106671,0.009028484,9.100701814,0.47754591,2.86E-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,347.12546,347.51566,0.052684016,0.4,17.38572524,132,0.014265505,1,NA,HM.flux is NA,NA,0.099206464,LM,HM.flux is NA,NA,NA,0.4,0.4,0.034815531,2,0.5,1,0.05,0.053,60,N2O,20240613_N2O
50,CG1_C_RE_13jun,0.103388927,347.8570758,349.5502198,0.005940856,0.20975132,0.269918096,68.60574785,0.003376176,3.265510195,0.766732526,5.63E-92,0.182155767,347.6674361,350.1427194,0.010466897,0.202239459,0.258784186,46.56799805,0.019781763,10.85980586,0.785579824,0.004228565,347.00214,348.79825,0.024339909,0.4,17.40303485,286,0.01485214,1,1.761849873,NA,NA,0.182155767,HM,Intercept,0,4,0.4,0.4,0.023652496,2,0.5,1,0.05,0.024,60,N2O,20240613_N2O
51,CG1_F_NEE_13jun,0.341832008,343.6483005,345.9333582,0.019698773,0.186575257,0.228717626,-6.968497798,0.010958343,3.205768474,0.89338737,5.99E-58,0.345532584,343.6441502,445.814708,0.019912027,0.18661463,0.228815247,-4.723890333,0.044065425,12.75290017,0.893296995,1.95E-04,343.40872,345.89517,0.059326356,0.4,17.35295904,117,0.049246933,1,1.010825715,NA,NA,0.345532584,HM,AICc,1,3,0.4,0.4,0.036980013,2,0.5,1,0.05,0.059,60,N2O,20240613_N2O
