...1,UniqueID,LM.flux,LM.C0,LM.Ct,LM.slope,LM.MAE,LM.RMSE,LM.AICc,LM.SE,LM.se.rel,LM.r2,LM.p.val,HM.flux,HM.C0,HM.Ci,HM.slope,HM.MAE,HM.RMSE,HM.AICc,HM.SE,HM.se.rel,HM.r2,HM.k,C0,Ct,MDF,prec,flux.term,nb.obs,k.max,k.mult,g.fact,HM.diagnose,LM.diagnose,best.flux,model,quality.check,HM.score,LM.score,RMSE.lim,MAE.lim,SE.lim,g.limit,g.reverse,k.ratio.lim,p.val.lim,MDF.lim,warn.nb.obs,gastype,dataset
57,HD2_C_RE_16jul,0.595630798,346.8721318,353.5050351,0.035094726,0.282286596,0.364083066,161.3838456,0.008216746,1.37950323,0.965275098,2.37E-139,0.603356083,346.857719,599.7418752,0.035549902,0.28278915,0.364375718,163.7763528,0.033147371,5.493832212,0.965219647,1.41E-04,347.00784,353.1366,0.035730712,0.4,16.97208838,190,0.087736816,1,1.012969922,NA,NA,0.603356083,HM,AICc,1,3,0.4,0.4,0.02901905,2,0.5,1,0.05,0.036,60,N2O,20240716_N2O
58,HD2_F_NEE_16jul,0.426942467,346.8915533,353.9663894,0.025177353,0.343497283,0.422920413,321.0054689,0.005264816,1.233144052,0.959014959,1.73E-196,0.679534261,346.2628842,357.7749399,0.040073019,0.273794929,0.3383821,197.2868724,0.0238503,3.509800983,0.973762476,0.003480961,346.78156,353.35742,0.024053051,0.4,16.957401,282,0.062943382,1,1.591629585,NA,NA,0.679534261,HM,NA,0,4,0.4,0.4,0.023819653,2,0.5,1,0.05,0.024,60,N2O,20240716_N2O
59,HD2_F_RE_16jul,0.514245858,347.1353483,356.0502392,0.030322758,0.328674758,0.432613221,348.888598,0.005033142,0.978742364,0.972605559,3.76E-231,0.518934621,347.1214506,808.4173624,0.030599233,0.329618403,0.433531268,352.1947659,0.020293496,3.910607521,0.972490369,6.63E-05,347.34393,355.08011,0.022995353,0.4,16.95907266,295,0.075806895,1,1.009117745,NA,NA,0.518934621,HM,AICc,1,3,0.4,0.4,0.0232889,2,0.5,1,0.05,0.023,60,N2O,20240716_N2O
37,CD1_C_NEE_17jul,-0.159972676,2049.871873,2047.694869,-0.00963276,0.108785123,0.133683431,-263.2697347,0.002258658,-1.411902068,0.956881627,8.27E-156,-0.160612033,2049.873394,1826.205256,-0.009671259,0.109062671,0.134011702,-260.0837084,0.009064162,-5.643513907,0.956671479,4.32E-05,2049.5603,2047.6165,0.043895547,0.6,16.6071486,227,0.0160546,1,1.003996661,NA,NA,-0.160612033,HM,AICc | Intercept,1,3,0.6,0.6,0.039823399,2,0.5,1,0.05,0.044,60,CH4,20240717_CH4
38,CD1_C_RE_17jul,-0.207001995,2043.357974,2040.10623,-0.012458786,0.09230035,0.11628293,-377.8891858,0.001584239,-0.765325278,0.984941952,3.89E-239,-0.208497011,2043.361984,1837.1542,-0.012548766,0.092904842,0.116919626,-372.9652793,0.006397357,-3.068320919,0.984777969,6.09E-05,2043.245,2040.1093,0.038049483,0.6,16.61494077,262,0.020764644,1,1.00722223,NA,NA,-0.208497011,HM,AICc,1,3,0.6,0.6,0.037068124,2,0.5,1,0.05,0.038,60,CH4,20240717_CH4
39,CD1_F_NEE_17jul,24.91839691,2098.673716,2451.044158,1.499448686,4.123775892,5.098905788,1444.742692,0.081309273,0.326302184,0.9975041,9.47E-293,27.17050211,2093.48117,4294.066265,1.634967684,3.656781125,4.55580748,1393.654264,0.309471829,1.138999301,0.998007475,7.43E-04,2088.926,2458.3999,0.0422501,0.6,16.61837257,236,2.499081144,1,1.090379217,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),27.17050211,HM,SE,1,3,0.6,0.6,0.039056673,2,0.5,1,0.05,0.042,60,CH4,20240717_CH4
40,CD1_F_RE_17jul,29.51474137,2107.068966,2501.743877,1.777814915,6.674667295,8.152424312,1574.804819,0.141427282,0.479175069,0.994928421,8.55E-256,36.37546327,2092.482572,3231.399562,2.191069213,3.860633168,4.979445149,1357.002109,0.40325239,1.108583518,0.998107954,0.001923818,2100.3191,2481.8984,0.044668238,0.6,16.60169522,223,2.963024859,1,1.232450687,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),36.37546327,HM,SE,1,3,0.6,0.6,0.040178972,2,0.5,1,0.05,0.045,60,CH4,20240717_CH4
41,CD2_C_NEE_17jul,-0.141522589,2087.927796,2086.123902,-0.008508935,0.10592113,0.135953851,-239.4746991,0.002531726,-1.788919973,0.936446476,1.85E-128,-0.14218915,2087.929289,1926.765712,-0.008549011,0.106000309,0.136161562,-236.7468756,0.010150382,-7.13864765,0.936254171,5.30E-05,2087.928,2086.1357,0.046851363,0.6,16.63223369,213,0.014181558,1,1.004709926,NA,NA,-0.14218915,HM,AICc,1,3,0.6,0.6,0.041111323,2,0.5,1,0.05,0.047,60,CH4,20240717_CH4
42,CD2_C_RE_17jul,-0.110681441,2089.162459,2087.438258,-0.006657147,0.102888564,0.127140639,-328.5381474,0.001753403,-1.584188458,0.938952737,6.97E-159,-0.14138417,2089.237914,2084.854163,-0.008503822,0.098041731,0.122981914,-343.7684457,0.008136198,-5.754673716,0.942881089,0.00193985,2089.2234,2087.364,0.038367591,0.6,16.62595614,260,0.011095246,1,1.277397266,NA,NA,-0.14138417,HM,NA,0,4,0.6,0.6,0.03721042,2,0.5,1,0.05,0.038,60,CH4,20240717_CH4
43,CD2_F_NEE_17jul,13.04322584,2082.52846,2179.20011,0.785948376,1.761756877,2.264531055,560.8039453,0.095054443,0.728764834,0.993509547,1.56E-135,13.17299423,2082.366747,6701.628316,0.793767857,1.772339568,2.289842279,565.6966602,0.386214085,2.931862553,0.993364731,1.72E-04,2081.3291,2185.5371,0.080300927,0.6,16.59552489,124,1.30991396,1,1.009949103,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),13.17299423,HM,SE | AICc,2,2,0.6,0.6,0.053881591,2,0.5,1,0.05,0.08,60,CH4,20240717_CH4
44,CD2_F_RE_17jul,21.85575122,2115.677656,2340.523633,1.314888755,2.518990737,3.495438181,924.7595196,0.089747715,0.410636607,0.997124798,3.61E-218,24.23237449,2111.709755,3306.671667,1.457871496,2.406597858,2.994287112,873.6213014,0.331371057,1.367472498,0.997890148,0.001220015,2113.5312,2327.7371,0.057982846,0.6,16.62174928,172,2.191481259,1,1.108741321,Noise (HM.RMSE) | Noise (HM.MAE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE) | Noise (LM.SE),24.23237449,HM,SE,1,3,0.6,0.6,0.045749571,2,0.5,1,0.05,0.058,60,CH4,20240717_CH4
45,CG1_C_NEE_17jul,-0.415617834,2087.856347,2083.715842,-0.025093973,0.101235987,0.124939378,-213.2999012,0.003372039,-0.811331606,0.989254727,1.38E-163,-0.438150615,2087.893133,2046.780816,-0.026454447,0.100271035,0.123878363,-214.0310658,0.013876784,-3.167126448,0.989436455,6.43E-04,2087.9438,2083.8481,0.059864299,0.6,16.56245613,166,0.041823289,1,1.054215145,NA,NA,-0.438150615,HM,NA,0,4,0.6,0.6,0.046569032,2,0.5,1,0.05,0.06,60,CH4,20240717_CH4
46,CG1_C_RE_17jul,-0.320466177,2082.776128,2077.668136,-0.019348458,0.105243907,0.1305318,-321.0239754,0.001742698,-0.543800938,0.992253256,7.86E-280,-0.34704355,2082.845336,2048.412425,-0.020953092,0.101403403,0.12685772,-334.0939727,0.007179048,-2.068630422,0.992683214,6.09E-04,2083,2077.7666,0.03750086,0.6,16.56287968,265,0.032247429,1,1.082933474,NA,NA,-0.34704355,HM,NA,0,4,0.6,0.6,0.036857707,2,0.5,1,0.05,0.038,60,CH4,20240717_CH4
47,CG1_F_NEE_17jul,-0.522263023,2092.128541,2083.409378,-0.031477123,0.117008596,0.149510536,-261.5985409,0.00186063,-0.356263109,0.996496495,0,-0.581088447,2092.288121,2047.335766,-0.035022568,0.10302716,0.131864787,-329.3675488,0.00709928,-1.221721149,0.997274684,7.79E-04,2092.1726,2083.5083,0.035809702,0.6,16.59182848,278,0.052461871,1,1.11263563,NA,NA,-0.581088447,HM,NA,0,4,0.6,0.6,0.035985609,2,0.5,1,0.05,0.036,60,CH4,20240717_CH4
48,CG1_F_RE_17jul,-0.521995695,2091.512057,2084.387664,-0.03152386,0.11398188,0.14700041,-220.1575189,0.002476417,-0.474413314,0.994939092,1.72E-260,-0.558217455,2091.592992,2035.194533,-0.033711329,0.111204932,0.142315696,-232.7889197,0.01006461,-1.802990866,0.995256521,5.98E-04,2091.1514,2084.6147,0.04376762,0.6,16.55874943,227,0.052539766,1,1.069390918,NA,NA,-0.558217455,HM,NA,0,4,0.6,0.6,0.039823399,2,0.5,1,0.05,0.044,60,CH4,20240717_CH4
49,CG2_C_NEE_17jul,-0.080029855,2075.417434,2074.523353,-0.004832868,0.123786632,0.154344249,-161.1309576,0.003509237,-4.384909229,0.737249625,1.64E-55,-0.117641239,2075.480991,2073.852997,-0.007104155,0.121725726,0.152823237,-162.7259544,0.01853208,-15.75304745,0.742402749,0.004363748,2075.8086,2074.7139,0.053417732,0.6,16.559497,186,0.008054779,1,1.469966916,NA,NA,-0.117641239,HM,Intercept,0,4,0.6,0.6,0.043994135,2,0.5,1,0.05,0.053,60,CH4,20240717_CH4
50,CG2_C_RE_17jul,-0.176604163,2082.300708,2080.414742,-0.010655177,0.11515841,0.146610439,-172.231509,0.003564727,-2.018484175,0.932710425,2.73E-105,-0.177551624,2082.302462,1930.159069,-0.010712341,0.1153274,0.146816885,-169.6372846,0.014320332,-8.065446954,0.9325226,7.04E-05,2082.1704,2080.4553,0.055869078,0.6,16.57449324,178,0.017758629,1,1.005364885,NA,NA,-0.177551624,HM,AICc,1,3,0.6,0.6,0.044971901,2,0.5,1,0.05,0.056,60,CH4,20240717_CH4
51,CG2_F_NEE_17jul,-0.157844769,2072.507499,2070.17811,-0.00950771,0.103390128,0.128435116,-305.5301355,0.001922216,-1.217788984,0.964935094,9.40E-180,-0.16701649,2072.529706,2050.837577,-0.010060165,0.103385816,0.128069844,-304.8645854,0.00798422,-4.780497917,0.96513426,4.64E-04,2072.6887,2070.175,0.04049211,0.6,16.60176511,246,0.015846183,1,1.058105955,NA,NA,-0.16701649,HM,AICc,1,3,0.6,0.6,0.038254603,2,0.5,1,0.05,0.04,60,CH4,20240717_CH4
52,CG2_F_RE_17jul,-0.150741206,2071.457438,2069.010117,-0.009097848,0.115160154,0.148995495,-255.7561395,0.001934768,-1.28350296,0.957559231,4.01E-186,-0.177131944,2071.526324,2062.757124,-0.010690637,0.113893748,0.145686532,-265.8231717,0.008524782,-4.812673284,0.959423388,0.001219112,2071.291,2069.2751,0.036819745,0.6,16.56888537,270,0.015163081,1,1.175073149,Intercept (HM),NA,-0.177131944,HM,Intercept (HM),0,4,0.6,0.6,0.036514837,2,0.5,1,0.05,0.037,60,CH4,20240717_CH4
53,HD1_C_NEE_17jul,-0.210640651,2047.943419,2046.008811,-0.012644502,0.104520535,0.128427902,-188.942315,0.003903527,-1.853168655,0.950062953,4.84E-101,-0.212169598,2047.945807,1925.670447,-0.012736282,0.104657127,0.128633892,-186.3402414,0.015699357,-7.399437522,0.949903907,1.04E-04,2047.9851,2045.835,0.064903931,0.6,16.65867553,154,0.021074169,1,1.007258556,NA,NA,-0.212169598,HM,AICc,1,3,0.6,0.6,0.048349378,2,0.5,1,0.05,0.065,60,CH4,20240717_CH4
54,HD1_C_RE_17jul,-0.329310729,2049.886173,2046.167923,-0.019777928,0.133000813,0.166676283,-134.7747758,0.003719743,-1.12955429,0.976572183,1.33E-154,-0.33118406,2049.889808,1761.981045,-0.019890438,0.133460176,0.167354638,-131.1518143,0.014979179,-4.522916641,0.976382719,6.91E-05,2049.8076,2045.9937,0.052858463,0.6,16.65041571,189,0.032963214,1,1.005688644,NA,NA,-0.33118406,HM,AICc,1,3,0.6,0.6,0.043643578,2,0.5,1,0.05,0.053,60,CH4,20240717_CH4
55,HD1_F_NEE_17jul,0.394879341,2049.147902,2055.930283,0.02371462,0.109244525,0.138710242,-313.3057712,0.001651375,0.418197372,0.995022981,0,0.39862264,2049.137004,2391.82443,0.023939426,0.110412236,0.140134898,-305.3834008,0.00671233,1.683880841,0.994921023,6.99E-05,2049.2097,2055.925,0.034811087,0.6,16.65130351,287,0.039524367,1,1.009479602,NA,NA,0.39862264,HM,AICc,1,3,0.6,0.6,0.03541688,2,0.5,1,0.05,0.035,60,CH4,20240717_CH4
56,HD1_F_RE_17jul,0.456197259,2056.400269,2064.123733,0.027388171,0.129865304,0.165702515,-208.2143948,0.002015452,0.441793995,0.994525893,4.95E-293,0.48636748,2056.31653,2120.190964,0.029199464,0.126490524,0.161402399,-221.0386422,0.008225718,1.69125578,0.994806321,4.57E-04,2056.1333,2063.7983,0.035314614,0.6,16.65672606,283,0.045646951,1,1.066134156,NA,NA,0.48636748,HM,NA,0,4,0.6,0.6,0.035666298,2,0.5,1,0.05,0.035,60,CH4,20240717_CH4
57,HD2_C_NEE_17jul,-0.266383212,2031.414425,2028.894614,-0.016049751,0.103658011,0.130146519,-189.813409,0.003791849,-1.423456441,0.969162949,5.53E-120,-0.269287546,2031.419047,1918.866336,-0.016224739,0.103699722,0.130305658,-187.3216543,0.01527279,-5.671554409,0.969088061,1.44E-04,2031.2555,2028.5886,0.063027882,0.6,16.59734231,158,0.026749585,1,1.010902841,NA,NA,-0.269287546,HM,AICc,1,3,0.6,0.6,0.047733437,2,0.5,1,0.05,0.063,60,CH4,20240717_CH4
58,HD2_C_RE_17jul,-0.180296289,2033.209815,2031.423956,-0.010889382,0.112736092,0.142437676,-168.721959,0.003878192,-2.151010383,0.929441109,5.64E-96,-0.278213341,2033.356287,2030.325619,-0.016803292,0.102844521,0.128674619,-200.1548539,0.019343263,-6.952672774,0.942417864,0.005544419,2033.3112,2031.6554,0.060207539,0.6,16.55707335,165,0.018148969,1,1.543089666,NA,NA,-0.278213341,HM,NA,0,4,0.6,0.6,0.046709937,2,0.5,1,0.05,0.06,60,CH4,20240717_CH4
59,HD2_F_NEE_17jul,3.076470155,2039.142764,2082.973068,0.185721625,0.489037667,0.639063659,466.4457974,0.010093611,0.328090656,0.997466024,2.80E-293,3.543059934,2038.070854,2214.234953,0.21388891,0.343011592,0.427975902,278.4709819,0.02999792,0.846667034,0.998863543,0.001214146,2038.2688,2081.0542,0.041936592,0.6,16.56495388,237,0.309536042,1,1.151664003,NA,NA,3.543059934,HM,NA,0,4,0.6,0.6,0.038974188,2,0.5,1,0.05,0.042,60,CH4,20240717_CH4
60,HD2_F_RE_17jul,2.593543705,2044.645292,2078.363214,0.156827544,0.440133331,0.582427896,385.5771035,0.010559614,0.407150019,0.996448519,2.60E-264,3.01145584,2043.771504,2172.768972,0.182098039,0.37250351,0.44362372,270.0506847,0.035906995,1.192346722,0.997939585,0.00141164,2043.118,2078.063,0.045937645,0.6,16.53755226,216,0.26137924,1,1.161135567,NA,NA,3.01145584,HM,NA,0,4,0.6,0.6,0.040824829,2,0.5,1,0.05,0.046,60,CH4,20240717_CH4
61,HG1_C_NEE_17jul,-0.448726364,2077.678658,2073.556238,-0.027121183,0.104117301,0.132304476,-178.5744451,0.004033365,-0.898847283,0.987867531,8.63E-147,-0.451929246,2077.683673,1813.577241,-0.027314766,0.104792438,0.133206627,-174.3857923,0.016298153,-3.606350515,0.987702893,1.03E-04,2077.4883,2073.4978,0.064883277,0.6,16.54523569,153,0.045201972,1,1.007137717,NA,NA,-0.451929246,HM,AICc,1,3,0.6,0.6,0.048507125,2,0.5,1,0.05,0.065,60,CH4,20240717_CH4
62,HG1_C_RE_17jul,-0.461324915,2075.230822,2067.043201,-0.027849054,0.117346613,0.147033894,-287.8281571,0.001670903,-0.362196555,0.99615789,0,-0.510626717,2075.373217,2031.202372,-0.030825283,0.105624064,0.132441971,-347.438636,0.006486243,-1.270251403,0.996882646,6.98E-04,2075.1453,2067.1301,0.033691915,0.6,16.56519151,295,0.04641509,1,1.106870018,NA,NA,-0.510626717,HM,NA,0,4,0.6,0.6,0.034933351,2,0.5,1,0.05,0.034,60,CH4,20240717_CH4
63,HG1_F_NEE_17jul,-0.370851345,2085.986292,2082.624028,-0.022415093,0.134407461,0.162662953,-113.7719443,0.005057991,-1.363886332,0.97284973,8.32E-119,-0.484894022,2086.148064,2078.181286,-0.029308091,0.120322413,0.147326004,-141.5690362,0.022331001,-4.605336508,0.977728183,0.003678788,2086.325,2082.6079,0.065740592,0.6,16.54471557,151,0.037358489,1,1.307515879,NA,NA,-0.484894022,HM,NA,0,4,0.6,0.6,0.048827308,2,0.5,1,0.05,0.066,60,CH4,20240717_CH4
64,HG1_F_RE_17jul,-0.474285852,2079.599239,2072.144041,-0.028673838,0.107911238,0.135646166,-296.0229738,0.001850399,-0.39014418,0.996058016,1.33E-293,-0.492276699,2079.645841,1976.115211,-0.029761508,0.108111345,0.133989054,-300.3763586,0.007505229,-1.524595661,0.996153742,2.87E-04,2079.593,2072.269,0.038024638,0.6,16.54071762,261,0.047789729,1,1.037932498,NA,NA,-0.492276699,HM,NA,0,4,0.6,0.6,0.037139068,2,0.5,1,0.05,0.038,60,CH4,20240717_CH4
65,HG4_C_NEE_17jul,-0.112932383,2068.448638,2067.611569,-0.006805442,0.122989783,0.158742423,-98.34039257,0.006662823,-5.899834282,0.699479523,7.37E-34,-0.133502094,2068.472917,2065.571597,-0.008044998,0.122996915,0.158466192,-96.63618281,0.030054725,-22.5125497,0.700524494,0.002772875,2068.5696,2067.5662,0.080295595,0.6,16.59442293,124,0.011342403,1,1.182141833,NA,Intercept (LM),-0.133502094,HM,AICc | Intercept (LM),1,3,0.6,0.6,0.053881591,2,0.5,1,0.05,0.08,60,CH4,20240717_CH4
66,HG4_C_RE_17jul,-0.258795517,2075.611625,2071.034207,-0.015622589,0.142819976,0.174971841,-184.541958,0.001998602,-0.772270644,0.982824532,5.66E-260,-0.298951943,2075.726264,2057.659686,-0.018046693,0.138349969,0.166955019,-210.0638745,0.008485524,-2.838424224,0.98436236,9.99E-04,2075.6235,2071.1821,0.03380708,0.6,16.56546932,294,0.026037648,1,1.15516662,NA,NA,-0.298951943,HM,NA,0,4,0.6,0.6,0.034992711,2,0.5,1,0.05,0.034,60,CH4,20240717_CH4
67,HG4_F_NEE_17jul,-0.160261339,2074.312849,2073.162514,-0.009666678,0.109922581,0.13770929,-129.0743531,0.006067338,-3.785902476,0.854110852,2.29E-51,-0.274428464,2074.433332,2072.708428,-0.016553036,0.101260347,0.128590782,-143.3757627,0.033781058,-12.30960443,0.872791487,0.009596493,2074.4922,2073.1777,0.082893697,0.6,16.57873932,120,0.01611113,1,1.712380954,NA,Intercept (LM),-0.274428464,HM,Intercept (LM),0,4,0.6,0.6,0.054772256,2,0.5,1,0.05,0.083,60,CH4,20240717_CH4
68,HG4_F_RE_17jul,-0.227803609,2075.611495,2072.243556,-0.013746691,0.120070595,0.147322181,-238.0286933,0.002200872,-0.966126854,0.977640902,1.35E-203,-0.252336936,2075.670442,2057.626069,-0.015227142,0.117278512,0.145084986,-243.4905801,0.009343207,-3.702671075,0.978314824,8.44E-04,2075.7625,2072.3523,0.040418348,0.6,16.57152279,246,0.022911152,1,1.107695077,NA,NA,-0.252336936,HM,NA,0,4,0.6,0.6,0.038254603,2,0.5,1,0.05,0.04,60,CH4,20240717_CH4
69,HG5_C_NEE_17jul,-0.34801269,2067.992097,2062.147503,-0.020948367,0.137690348,0.171806961,-185.6823654,0.002117867,-0.608560193,0.989772657,6.64E-279,-0.429469522,2068.209573,2051.435393,-0.025851601,0.114005047,0.144180517,-281.7949063,0.008309469,-1.934821491,0.992797314,0.001541154,2068.2864,2062.3755,0.035599026,0.6,16.61287887,280,0.034913946,1,1.234062821,NA,NA,-0.429469522,HM,NA,0,4,0.6,0.6,0.035856858,2,0.5,1,0.05,0.036,60,CH4,20240717_CH4
70,HG5_C_RE_17jul,-0.298374889,2069.54729,2064.211607,-0.017965264,0.154027565,0.186716146,-148.4177899,0.002095277,-0.70222977,0.985564843,1.11E-274,-0.343591279,2069.677685,2048.227005,-0.02068776,0.144295989,0.178397374,-173.5262172,0.008887762,-2.586725159,0.98682245,9.64E-04,2069.6367,2064.1819,0.033439799,0.6,16.6084335,298,0.029942106,1,1.15154221,NA,NA,-0.343591279,HM,NA,0,4,0.6,0.6,0.034757067,2,0.5,1,0.05,0.033,60,CH4,20240717_CH4
71,HG5_F_NEE_17jul,-0.383774903,2068.982722,2064.541895,-0.023129306,0.119002389,0.157200881,-160.3518282,0.003387594,-0.88270348,0.985259394,4.37E-177,-0.448075818,2069.102276,2052.629154,-0.027004587,0.111057292,0.147755274,-182.1853591,0.014268791,-3.184459165,0.98697759,0.001639312,2068.5947,2064.7595,0.051583156,0.6,16.59258197,193,0.038548843,1,1.167548516,NA,NA,-0.448075818,HM,Intercept,0,4,0.6,0.6,0.043188945,2,0.5,1,0.05,0.052,60,CH4,20240717_CH4
72,HG5_F_RE_17jul,-0.329672949,2068.787967,2063.409107,-0.019848191,0.118762261,0.150380807,-252.6618464,0.001935965,-0.587238148,0.990740813,9.09E-277,-0.344299012,2068.827249,2004.407494,-0.020728763,0.117958422,0.149335491,-254.3962026,0.007931369,-2.303628088,0.99086909,3.22E-04,2069.0732,2063.6082,0.036639095,0.6,16.60972286,272,0.033080318,1,1.04436537,NA,NA,-0.344299012,HM,NA,0,4,0.6,0.6,0.036380344,2,0.5,1,0.05,0.037,60,CH4,20240717_CH4
1,CD1_C_NEE_17jul,-5.37854678,415.2528631,342.0583851,-0.323869371,2.048664207,2.422775682,1052.056609,0.040934172,-0.761063789,0.987078076,1.09E-214,-7.6396361,419.9981021,277.2550602,-0.460020939,1.085057548,1.327049104,780.8410966,0.116426101,-1.52397443,0.996123188,0.003222721,420.20914,346.19003,0.256057357,3.5,16.6071486,227,0.092534106,1,1.420390379,NA,NA,-7.6396361,HM,NA,0,4,3.5,3.5,0.232303159,2,0.5,1,0.05,0.26,60,CO2,20240717_CO2
2,CD1_C_RE_17jul,10.39891587,437.0861217,600.4401221,0.625877396,1.031651312,1.271455082,875.4616915,0.017322304,0.166577976,0.999276294,0,10.55171355,436.6844905,5994.645766,0.635073799,1.065501309,1.300349998,889.2993653,0.071540933,0.678002985,0.999243298,1.14E-04,438.15891,598.7934,0.221955316,3.5,16.61494077,262,0.178822113,1,1.014693617,NA,NA,10.55171355,HM,AICc,1,3,3.5,3.5,0.216230722,2,0.5,1,0.05,0.22,60,CO2,20240717_CO2
3,CD1_F_NEE_17jul,11.09275186,454.1934761,611.0558088,0.667499288,3.985179742,4.677792077,1404.056412,0.074594019,0.672457294,0.989484597,1.14E-233,13.78316068,448.1648206,886.5911621,0.829392928,3.247656498,3.953047874,1326.669962,0.296155475,2.148676067,0.992490548,0.00189175,445.2092,615.95508,0.246458915,3.5,16.61837257,236,0.190714082,1,1.242537547,Noise (HM.RMSE) | Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),13.78316068,HM,SE,1,3,3.5,3.5,0.227830594,2,0.5,1,0.05,0.25,60,CO2,20240717_CO2
4,CD1_F_RE_17jul,16.25299842,456.1236031,673.4607847,0.978996314,5.091865198,6.037465869,1440.857202,0.104737236,0.644417931,0.990864746,1.49E-227,22.05487815,444.035967,912.0024758,1.328471452,2.342470572,2.96397927,1125.623662,0.257980291,1.169719867,0.997798283,0.002838817,449.4827,658.30164,0.260564723,3.5,16.60169522,223,0.279713232,1,1.356972885,Noise (HM.SE),Noise (LM.RMSE) | Noise (LM.MAE),22.05487815,HM,SE,1,3,3.5,3.5,0.234377336,2,0.5,1,0.05,0.26,60,CO2,20240717_CO2
5,CD2_C_NEE_17jul,-0.459742015,429.9147449,424.0547197,-0.027641628,0.648298702,0.787980825,509.0747191,0.01467374,-3.191733482,0.822241248,2.64E-81,-1.021762426,430.9843048,423.2056629,-0.061432664,0.434278515,0.53921639,349.5461976,0.071399749,-6.987901255,0.91676119,0.007897608,432.01694,424.52625,0.273299615,3.5,16.63223369,213,0.007897608,1,2.222469109,Exaggerated curvature (g-fact),NA,-0.459742015,LM,g-fact. > 2 | Intercept,0,4,3.5,3.5,0.239816048,2,0.5,1,0.05,0.27,60,CO2,20240717_CO2
6,CD2_C_RE_17jul,7.226102308,430.9514052,543.5199987,0.434627774,0.522331904,0.642674627,514.0410999,0.008863156,0.122654732,0.999610507,0,7.421302777,430.449258,2593.250454,0.44636848,0.48248619,0.601591701,481.7532231,0.033799287,0.455436036,0.999658712,2.06E-04,430.98761,542.9411,0.223810948,3.5,16.62595614,260,0.124179364,1,1.027013245,NA,NA,7.421302777,HM,NA,0,4,3.5,3.5,0.217060786,2,0.5,1,0.05,0.22,60,CO2,20240717_CO2
7,CD2_F_NEE_17jul,1.412222728,430.4639181,440.9307998,0.085096599,0.608576381,0.75893851,289.6897955,0.031856696,2.255784121,0.941069143,4.42E-77,1.431398997,430.4401295,811.9358367,0.086252108,0.608053389,0.759247386,291.9268413,0.12837539,8.968525941,0.941021607,2.26E-04,429.78717,441.81335,0.468422074,3.5,16.59552489,124,0.024313314,1,1.013578785,NA,NA,1.431398997,HM,AICc,1,3,3.5,3.5,0.314309279,2,0.5,1,0.05,0.47,60,CO2,20240717_CO2
8,CD2_F_RE_17jul,10.29723154,441.4777168,547.412812,0.619503481,2.536101144,2.983302208,870.2603114,0.076598281,0.743872574,0.990625957,1.53E-174,14.31354417,435.0867337,650.9988989,0.861133442,0.95736673,1.170162984,550.4115828,0.153382741,1.071591627,0.998557801,0.003988351,435.9155,539.12231,0.33823327,3.5,16.62174928,172,0.177000995,1,1.390038101,NA,NA,14.31354417,HM,NA,0,4,3.5,3.5,0.266872498,2,0.5,1,0.05,0.34,60,CO2,20240717_CO2
9,CG1_C_NEE_17jul,-9.25974759,398.2224971,305.9742013,-0.559080581,2.327948352,2.683767465,804.993305,0.072433273,-0.782238098,0.990004019,3.67E-166,-13.18658011,404.2365389,225.3407214,-0.796172984,0.680284002,0.857777788,428.4038533,0.120347688,-0.912652767,0.99897886,0.004450484,403.64359,310.74277,0.349208412,3.5,16.56245613,166,0.159737309,1,1.424075547,NA,NA,-13.18658011,HM,NA,0,4,3.5,3.5,0.271652684,2,0.5,1,0.05,0.35,60,CO2,20240717_CO2
10,CG1_C_RE_17jul,13.10683654,427.6571379,636.5703772,0.791338028,1.292665425,1.559166201,993.5295084,0.020816046,0.15881823,0.999334548,0,13.99177026,425.3460894,2120.710776,0.844766763,0.918592748,1.17448734,845.432094,0.065758061,0.469976708,0.999622403,4.98E-04,424.98477,634.8429,0.218755015,3.5,16.56287968,265,0.226096579,1,1.067516957,NA,NA,13.99177026,HM,NA,0,4,3.5,3.5,0.215003291,2,0.5,1,0.05,0.22,60,CO2,20240717_CO2
11,CG1_F_NEE_17jul,-5.37192936,425.6374935,335.9533194,-0.323769581,1.289439553,1.554374427,1040.254096,0.019343897,-0.360092173,0.99642105,0,-6.033301938,427.4186136,0,-0.363630925,1.139099613,1.409041217,987.7340184,0.076412312,-1.266508992,0.997059054,8.51E-04,427.31561,338.7272,0.208889927,3.5,16.59182848,278,0.092505595,1,1.123116395,NA,NA,-6.033301938,HM,NA,0,4,3.5,3.5,0.20991605,2,0.5,1,0.05,0.21,60,CO2,20240717_CO2
